      33,   0.978026,   0.227858,   0.000061
      48,   0.977416,   0.225417,   0.000061
      64,   0.982543,   0.228591,   0.000061
      79,   0.979613,   0.227126,   0.000061
      95,   0.979613,   0.229689,   0.000061
     111,   0.980956,   0.227126,   0.000061
     126,   0.980834,   0.226882,   0.000061
     142,   0.981566,   0.227248,   0.000061
     158,   0.981688,   0.229201,   0.000061
     173,   0.979613,   0.227248,   0.000061
     189,   0.979979,   0.227004,   0.000061
     204,   0.979735,   0.226271,   0.000061
     220,   0.979003,   0.225539,   0.000061
     236,   0.980345,   0.229567,   0.000061
     251,   0.981933,   0.223585,   0.000061
     267,   0.983764,   0.226393,   0.000061
     283,   0.984252,   0.229689,   0.000061
     298,   0.977049,   0.230056,   0.000061
     318,   0.979613,   0.230056,   0.000061
     338,   0.977538,   0.228224,   0.000061
     354,   0.988281,   0.229567,   0.000061
     370,   0.976439,   0.227004,   0.000061
     385,   0.978148,   0.227980,   0.000061
     401,   0.984252,   0.224684,   0.000061
     416,   0.980345,   0.229811,   0.000061
     432,   0.979735,   0.228713,   0.000061
     448,   0.979857,   0.226759,   0.000061
     463,   0.984008,   0.225417,   0.000061
     479,   0.980590,   0.226759,   0.000061
     495,   0.984374,   0.226271,   0.000061
     510,   0.976561,   0.226271,   0.000061
     526,   0.983642,   0.225905,   0.000061
     541,   0.976805,   0.226515,   0.000061
     556,   0.980956,   0.228713,   0.000061
     572,   0.978270,   0.223952,   0.000061
     588,   0.982421,   0.230544,   0.000061
     604,   0.975340,   0.228835,   0.000061
     619,   0.982177,   0.228957,   0.000061
     635,   0.981200,   0.227004,   0.000061
     650,   0.981322,   0.224562,   0.000061
     666,   0.979613,   0.226882,   0.000061
     682,   0.978392,   0.228713,   0.000061
     697,   0.980956,   0.227736,   0.000061
     713,   0.981933,   0.228224,   0.000061
     729,   0.984008,   0.226637,   0.000061
     744,   0.977904,   0.227736,   0.000061
     760,   0.980468,   0.227980,   0.000061
     775,   0.974974,   0.226759,   0.000061
     791,   0.981688,   0.228469,   0.000061
     807,   0.979857,   0.226882,   0.000061
     822,   0.983031,   0.225905,   0.000061
     838,   0.979857,   0.227004,   0.000061
     854,   0.980712,   0.228224,   0.000061
     869,   0.982177,   0.225783,   0.000061
     885,   0.985717,   0.226882,   0.000061
     900,   0.983031,   0.228591,   0.000061
     916,   0.980101,   0.225417,   0.000061
     932,   0.983275,   0.227858,   0.000061
     947,   0.977904,   0.229689,   0.000061
     963,   0.984130,   0.230056,   0.000061
     979,   0.977660,   0.226515,   0.000061
     994,   0.984252,   0.228102,   0.000061
    1010,   0.983764,   0.227980,   0.000061
    1025,   0.980712,   0.232009,   0.000061
    1041,   0.979857,   0.227492,   0.000061
    1057,   0.984008,   0.229323,   0.000061
    1072,   0.963621,   0.157297,   0.000061
    1088,   0.993286,   0.201367,   0.000061
    1103,   0.960203,   0.254471,   0.000061
    1119,   0.943966,   0.393762,   0.000061
    1135,   0.950314,   0.448331,   0.000061
    1150,   1.151499,   0.384484,   0.000061
    1166,   1.252701,   0.473601,   0.000061
    1182,   1.277605,   0.521089,   0.000061
    1197,   1.256608,   0.588476,   0.000061
    1213,   1.181896,   0.601660,   0.000061
    1228,   1.151987,   0.524019,   0.000061
    1244,   1.080571,   0.565281,   0.000061
    1260,   1.043582,   0.424647,   0.000061
    1275,   0.868278,   0.071110,   0.000061
    1291,   0.626320,  -0.635964,   0.000061
    1306,   0.673930,  -0.585180,   0.000061
    1322,   1.121589,  -0.086126,   0.000061
    1338,   0.888787,   0.064518,   0.000061
    1353,   0.765855,   0.080632,   0.000061
    1369,   0.826039,   0.097723,   0.000061
    1385,   0.825917,   0.059391,   0.000061
    1400,   0.823720,  -0.116645,   0.000061
    1416,   0.909052,  -0.132027,   0.000061
    1432,   0.955075,  -0.100287,   0.000061
    1447,   0.967161,  -0.070744,   0.000061
    1463,   0.906122,  -0.065983,   0.000061
    1478,   0.896966,  -0.191845,   0.000061
    1494,   0.916255,  -0.316975,   0.000061
    1510,   0.982177,  -0.365806,   0.000061
    1525,   1.033571,  -0.315510,   0.000061
    1541,   1.023317,  -0.278398,   0.000061
    1556,   1.009278,  -0.310261,   0.000061
    1572,   1.006836,  -0.412440,   0.000061
    1588,   1.106940,  -0.174510,   0.000061
    1603,   1.082036,  -0.039248,   0.000061
    1619,   1.022829,  -0.159861,   0.000061
    1635,   0.871208,  -0.277910,   0.000061
    1650,   0.842886,  -0.390588,   0.000061
    1666,   0.920527,  -0.394983,   0.000061
    1682,   1.024660,  -0.324788,   0.000061
    1697,   0.916255,  -0.255570,   0.000061
    1713,   0.831044,  -0.292681,   0.000061
    1728,   0.835805,  -0.350180,   0.000061
    1744,   0.906610,  -0.323933,   0.000061
    1760,   0.959226,  -0.298419,   0.000061
    1775,   1.016358,  -0.264481,   0.000061
    1791,   1.022584,  -0.266679,   0.000061
    1806,   0.991699,  -0.303180,   0.000061
    1822,   0.963499,  -0.298907,   0.000061
    1838,   0.934444,  -0.280474,   0.000061
    1853,   0.923457,  -0.294024,   0.000061
    1869,   0.929805,  -0.289874,   0.000061
    1885,   0.941769,  -0.284136,   0.000061
    1900,   0.949094,  -0.284991,   0.000061
    1916,   0.989257,  -0.282305,   0.000061
    1931,   0.987548,  -0.279863,   0.000061
    1947,   0.999512,  -0.180736,   0.000061
    1963,   0.995971,  -0.116157,   0.000061
    1978,   0.934444,  -0.275957,   0.000061
    1994,   0.891961,  -0.752793,   0.000061
    2010,   0.974120,  -0.236892,   0.000061
    2025,   0.977782,  -0.267045,   0.000061
    2041,   1.023927,  -0.314045,   0.000061
    2056,   1.029909,  -0.283892,   0.000061
    2072,   1.058719,  -0.278887,   0.000061
    2088,   1.063969,  -0.293170,   0.000061
    2103,   1.033816,  -0.300250,   0.000061
    2119,   0.929683,  -0.311237,   0.000061
    2134,   0.937862,  -0.294635,   0.000061
    2150,   0.918452,  -0.299396,   0.000061
    2166,   1.022707,  -0.191479,   0.000061
    2181,   0.937496,  -0.376915,   0.000061
    2197,   0.904169,  -0.391442,   0.000061
    2213,   0.876457,  -0.432094,   0.000061
    2228,   0.905634,  -0.380577,   0.000061
    2244,   0.927242,  -0.342855,   0.000061
    2259,   0.933956,  -0.357139,   0.000061
    2275,   0.932125,  -0.354331,   0.000061
    2291,   0.945920,  -0.336752,   0.000061
    2306,   0.941525,  -0.323933,   0.000061
    2322,   0.911005,  -0.357993,   0.000061
    2338,   0.869499,  -0.377281,   0.000061
    2353,   0.952268,  -0.383996,   0.000061
    2369,   0.957883,  -0.364829,   0.000061
    2384,   0.927486,  -0.378868,   0.000061
    2400,   0.940426,  -0.362510,   0.000061
    2416,   0.956907,  -0.355674,   0.000061
