You entered a buffer length of 4,,,,,,,,,,,
x,,,,y,,,,z,,,
-0.053897,-0.053897,-0.066227,-0.059665,0.994873,0.997314,0.991943,0.994018,0.080999,0.085515,0.080388,0.082158
-0.053897,-0.053897,-0.062199,-0.056583,0.995727,0.995727,0.991943,0.993622,0.076238,0.081731,0.076238,0.079839
-0.052921,-0.052921,-0.056339,-0.054263,0.99414,0.995727,0.991943,0.994171,0.074406,0.080999,0.074406,0.078008
-0.055973,-0.052921,-0.055973,-0.054172,0.993286,0.995727,0.993286,0.994507,0.069279,0.080999,0.069279,0.075231
-0.056949,-0.052921,-0.056949,-0.054935,0.993896,0.995727,0.993286,0.994262,0.062809,0.076238,0.062809,0.070683
-0.056339,-0.052921,-0.056949,-0.055546,0.993286,0.99414,0.993286,0.993652,0.060123,0.074406,0.060123,0.066654
-0.054386,-0.054386,-0.056949,-0.055912,0.993652,0.993896,0.993286,0.99353,0.054019,0.069279,0.054019,0.061558
-0.055484,-0.054386,-0.056949,-0.055789,0.996094,0.996094,0.993286,0.994232,0.049014,0.062809,0.049014,0.056491
-0.058048,-0.054386,-0.058048,-0.056064,0.999023,0.999023,0.993286,0.995514,0.046695,0.060123,0.046695,0.052463
-0.060734,-0.054386,-0.060734,-0.057163,0.999512,0.999512,0.993652,0.99707,0.045108,0.054019,0.045108,0.048709
-0.064518,-0.055484,-0.064518,-0.059696,0.998413,0.999512,0.996094,0.99826,0.043032,0.049014,0.043032,0.045962
-0.067692,-0.058048,-0.067692,-0.062748,0.998169,0.999512,0.998169,0.998779,0.039492,0.046695,0.039492,0.043582
-0.068791,-0.060734,-0.068791,-0.065434,0.998291,0.999512,0.998169,0.998596,0.038393,0.045108,0.038393,0.041506
-0.069645,-0.064518,-0.069645,-0.067661,1.001343,1.001343,0.998169,0.999054,0.040835,0.043032,0.038393,0.040438
-0.067448,-0.067448,-0.069645,-0.068394,1.003052,1.003052,0.998169,1.000214,0.043521,0.043521,0.038393,0.04056
