You entered a buffer length of 4,,,,,,,,,,,
x,,,,y,,,,z,,,
-0.063541,-0.063419,-0.066838,-0.064426,1.014527,1.025392,1.014527,1.020296,0.074162,0.074162,0.072087,0.073064
-0.062565,-0.062565,-0.063908,-0.063358,1.009278,1.022829,1.009278,1.016267,0.071843,0.074162,0.071843,0.072575
-0.06049,-0.06049,-0.063541,-0.062504,1.007569,1.018434,1.007569,1.012452,0.071721,0.074162,0.071721,0.072484
-0.062931,-0.06049,-0.063541,-0.062382,1.005982,1.014527,1.005982,1.009339,0.070988,0.074162,0.070988,0.072178
-0.065495,-0.06049,-0.065495,-0.06287,1.005371,1.009278,1.005371,1.00705,0.071477,0.071843,0.070988,0.071507
-0.068913,-0.06049,-0.068913,-0.064457,1.004517,1.007569,1.004517,1.00586,0.073308,0.073308,0.070988,0.071873
-0.069035,-0.062931,-0.069035,-0.066593,1.005127,1.005982,1.004517,1.005249,0.07343,0.07343,0.070988,0.072301
-0.071354,-0.065495,-0.071354,-0.068699,1.00586,1.00586,1.004517,1.005219,0.072087,0.07343,0.071477,0.072576
-0.068425,-0.068425,-0.071354,-0.069432,1.00586,1.00586,1.004517,1.005341,0.069645,0.07343,0.069645,0.072118
-0.067936,-0.067936,-0.071354,-0.069187,1.007325,1.007325,1.005127,1.006043,0.066471,0.07343,0.066471,0.070408
-0.06757,-0.06757,-0.071354,-0.068821,1.008423,1.008423,1.00586,1.006867,0.068058,0.072087,0.066471,0.069065
-0.067326,-0.067326,-0.068425,-0.067814,1.012086,1.012086,1.00586,1.008424,0.065617,0.069645,0.065617,0.067448
-0.065739,-0.065739,-0.067936,-0.067143,1.014649,1.014649,1.007325,1.010621,0.065739,0.068058,0.065617,0.066471
-0.063053,-0.063053,-0.06757,-0.065922,1.02466,1.02466,1.008423,1.014954,0.050845,0.068058,0.050845,0.062565
-0.077947,-0.063053,-0.077947,-0.068516,1.017946,1.02466,1.012086,1.017335,0.063786,0.065739,0.050845,0.061497
-0.074406,-0.063053,-0.077947,-0.070286,1.019899,1.02466,1.014649,1.019288,0.059513,0.065739,0.050845,0.059971
-0.055606,-0.055606,-0.077947,-0.067753,1.033694,1.033694,1.017946,1.02405,0.06757,0.06757,0.050845,0.060428
-0.013001,-0.013001,-0.077947,-0.05524,1.051151,1.051151,1.017946,1.030672,0.041201,0.06757,0.041201,0.058017
