You entered a buffer length of 4,,,,,,,,,,,,,,,,,,,,
x,y,z,,,,,,,,,,,x_m1_100,x_m1_20,,y_m2_100,y_m2_20,,z_m3_100,z_m3_20
0.085271,0.285113,0.085271,0.208723,1.022096,1.07581,1.022096,1.04587,-0.005677,0.082097,-0.005677,0.040408,,0.085271,-0.961301,,0.577977,0.946042,,0.956662,0.094916
-0.044986,0.285113,-0.044986,0.134621,1.014771,1.07581,1.014771,1.038912,0.098822,0.098822,-0.005677,0.046878,,-0.044986,-0.964231,,0.643655,0.903437,,0.982177,0.247146
-0.181102,0.213087,-0.181102,0.018068,1.025148,1.042971,1.014771,1.026247,0.097235,0.098822,-0.005677,0.050662,,-0.181102,-0.803943,,0.573094,0.87719,,1.070195,0.367393
-0.155832,0.085271,-0.181102,-0.074162,1.068364,1.068364,1.014771,1.032595,0.006043,0.098822,-0.005677,0.049106,,-0.155832,-0.845205,,0.540133,0.933712,,1.060306,0.380333
-0.166453,-0.044986,-0.181102,-0.137093,1.089361,1.089361,1.014771,1.049411,-0.032412,0.098822,-0.032412,0.042422,,-0.166453,-0.856803,,0.639871,1.069584,,1.068119,0.212965
-0.244339,-0.155832,-0.244339,-0.186932,1.020021,1.089361,1.020021,1.050723,0.054386,0.097235,-0.032412,0.031313,,-0.244339,-1.005249,,0.796741,0.96887,,1.037112,0.169017
-0.348227,-0.155832,-0.348227,-0.228713,0.941647,1.089361,0.941647,1.029848,0.130562,0.130562,-0.032412,0.039645,,-0.348227,-0.956662,,0.715803,0.882439,,1.053104,0.351889
-0.449307,-0.166453,-0.449307,-0.302082,0.902338,1.089361,0.902338,0.988342,0.17805,0.17805,-0.032412,0.082647,,-0.449307,-0.901361,,0.754257,0.900385,,1.004883,0.488616
-0.407068,-0.244339,-0.449307,-0.362235,0.949094,1.020021,0.902338,0.953275,0.015687,0.17805,0.015687,0.094671,,-0.407068,-0.910395,,0.871452,0.89013,,1.086309,0.560642
-0.455167,-0.348227,-0.455167,-0.414942,0.871452,0.949094,0.871452,0.916133,-0.002869,0.17805,-0.002869,0.080357,,-0.455167,-0.946652,,0.984252,1.018434,,1.137582,0.674663
-0.490936,-0.407068,-0.490936,-0.45062,0.808948,0.949094,0.808948,0.882958,0.0141,0.17805,-0.002869,0.051242,,-0.490936,-0.976439,,1.059208,1.222426,,1.148813,0.55466
-0.554416,-0.407068,-0.554416,-0.476897,0.740829,0.949094,0.740829,0.842581,0.025697,0.025697,-0.002869,0.013154,,-0.554416,-1.021364,,0.986327,1.095221,,1.046145,0.434414
-0.562962,-0.455167,-0.562962,-0.51587,0.639871,0.871452,0.639871,0.765275,0.065495,0.065495,-0.002869,0.025606,,-0.562962,-1.044803,,0.919795,0.866203,,1.075566,0.517915
-0.60105,-0.490936,-0.60105,-0.552341,0.630471,0.808948,0.630471,0.70503,0.095892,0.095892,0.0141,0.050296,,-0.60105,-0.984618,,0.861564,0.857291,,1.147836,0.484832
-0.733871,-0.554416,-0.733871,-0.613075,0.643777,0.740829,0.630471,0.663737,0.054874,0.095892,0.025697,0.06049,,-0.733871,-0.939816,,0.860099,0.940426,,1.254898,0.505585
-0.786852,-0.562962,-0.786852,-0.671184,0.694928,0.694928,0.630471,0.652262,0.034975,0.095892,0.034975,0.062809,,-0.786852,-0.95239,,0.976073,1.057377,,1.388085,0.660502
-0.772569,-0.60105,-0.786852,-0.723585,0.68858,0.694928,0.630471,0.664439,0.009095,0.095892,0.009095,0.048709,,-0.772569,-0.92834,,1.051273,1.013917,,1.426173,0.781115
-0.824696,-0.733871,-0.824696,-0.779497,0.664286,0.694928,0.643777,0.672893,0.041567,0.054874,0.009095,0.035128,,-0.824696,-0.956296,,1.066899,0.938351,,1.13514,0.747787
-0.838125,-0.772569,-0.838125,-0.80556,0.636086,0.694928,0.636086,0.67097,0.072453,0.072453,0.009095,0.039523,,-0.838125,-1.01941,,0.965086,1.071293,,0.834707,0.651346
-0.794421,-0.772569,-0.838125,-0.807453,0.54404,0.68858,0.54404,0.633248,0.061588,0.072453,0.009095,0.046176,,-0.794421,-0.965208,,0.903559,1.103278,,0.985106,0.851553
-0.769883,-0.769883,-0.838125,-0.806781,0.446866,0.664286,0.446866,0.57282,0.064274,0.072453,0.041567,0.059971,,-0.769883,-0.858512,,0.764512,0.870842,,1.014039,0.957273
-0.794909,-0.769883,-0.838125,-0.799335,0.366905,0.636086,0.366905,0.498474,0.056095,0.072453,0.056095,0.063602,,-0.794909,-0.934444,,0.856192,0.895624,,0.67039,0.883172
-0.834707,-0.769883,-0.834707,-0.79848,0.358848,0.54404,0.358848,0.429165,-0.014588,0.064274,-0.014588,0.041842,,-0.834707,-1.052493,,1.001343,1.016114,,0.47824,0.831655
-0.842153,-0.769883,-0.842153,-0.810413,0.359214,0.446866,0.358848,0.382958,-0.02704,0.064274,-0.02704,0.019685,,-0.842153,-0.943844,,1.08814,0.976317,,0.450528,0.927974
-0.875725,-0.794909,-0.875725,-0.836874,0.355918,0.366905,0.355918,0.360221,-0.03644,0.056095,-0.03644,-0.005493,,-0.875725,-0.842276,,0.985717,0.90832,,0.546847,0.874992
-0.88659,-0.834707,-0.88659,-0.859794,0.402796,0.402796,0.355918,0.369194,-0.031191,-0.014588,-0.03644,-0.027315,,-0.88659,-0.699567,,0.810535,0.968992,,0.652689,0.904169
-0.915766,-0.842153,-0.915766,-0.880058,0.467741,0.467741,0.355918,0.396417,-0.007019,-0.007019,-0.03644,-0.025423,,-0.915766,-0.618141,,0.949826,1.036257,,0.470183,0.98059
-0.966673,-0.875725,-0.966673,-0.911189,0.44772,0.467741,0.355918,0.418544,0.017518,0.017518,-0.03644,-0.014283,,-0.966673,-0.578588,,1.025759,1.063236,,0.11811,1.124886
-0.9812,-0.88659,-0.9812,-0.937557,0.457608,0.467741,0.402796,0.443966,0.045596,0.045596,-0.031191,0.006226,,-0.9812,-0.480803,,0.967039,0.985351,,-0.098822,1.207044
-0.917964,-0.915766,-0.9812,-0.945401,0.485686,0.485686,0.44772,0.464689,0.039858,0.045596,-0.007019,0.023988,,-0.917964,-0.376427,,1.076054,1.141976,,-0.129097,1.063358
-0.87194,-0.87194,-0.9812,-0.934444,0.474455,0.485686,0.44772,0.466367,-0.019105,0.045596,-0.019105,0.020967,,-0.87194,-0.214796,,1.123787,1.137093,,-0.196728,0.996826
-0.864127,-0.864127,-0.9812,-0.908808,0.459684,0.485686,0.457608,0.469358,-0.041568,0.045596,-0.041568,0.006195,,-0.864127,-0.070744,,1.154917,1.094854,,-0.241897,0.994751
-0.89074,-0.864127,-0.917964,-0.886193,0.457608,0.485686,0.457608,0.469358,-0.018251,0.039858,-0.041568,-0.009767,,-0.89074,-0.142037,,1.116951,1.071904,,-0.395959,1.042239
-0.888787,-0.864127,-0.89074,-0.878899,0.469938,0.474455,0.457608,0.465421,-0.012635,-0.012635,-0.041568,-0.02289,,-0.888787,-0.160471,,1.059208,1.016847,,-0.551853,0.981078
-0.925533,-0.864127,-0.925533,-0.892297,0.456021,0.469938,0.456021,0.460813,0.021547,0.021547,-0.041568,-0.012727,,-0.925533,-0.059635,,1.017579,1.029543,,-0.761216,1.103156
-0.87719,-0.87719,-0.925533,-0.895563,0.475798,0.475798,0.456021,0.464841,0.021058,0.021547,-0.018251,0.00293,,-0.87719,0.021058,,0.898553,1.139047,,-0.544162,1.04468
-0.867179,-0.867179,-0.925533,-0.889672,0.491424,0.491424,0.456021,0.473295,-0.039614,0.021547,-0.039614,-0.002411,,-0.867179,-0.005677,,0.818959,0.967039,,-0.656717,1.073857
-0.865104,-0.865104,-0.925533,-0.883752,0.490081,0.491424,0.456021,0.478331,-0.074651,0.021547,-0.074651,-0.017915,,-0.865104,0.000061,,0.842153,0.869621,,-0.677593,1.202161
-0.890374,-0.865104,-0.890374,-0.874962,0.48886,0.491424,0.475798,0.486541,-0.067692,0.021058,-0.074651,-0.040225,,-0.890374,0.078679,,0.886468,1.044436,,-0.822133,1.133797
-0.947384,-0.865104,-0.947384,-0.89251,0.49826,0.49826,0.48886,0.492156,0.018129,0.018129,-0.074651,-0.040957,,-0.947384,0.13044,,0.932613,1.058597,,-0.792956,1.133919
-0.99414,-0.865104,-0.99414,-0.924251,0.468473,0.49826,0.468473,0.486418,0.031923,0.031923,-0.074651,-0.023073,,-0.99414,0.175853,,0.990966,1.124397,,-0.958982,1.158457
-0.968626,-0.890374,-0.99414,-0.950131,0.462736,0.49826,0.462736,0.479582,-0.012025,0.031923,-0.067692,-0.007416,,-0.968626,0.186352,,1.150644,0.948117,,-0.84252,1.171397
-0.8778,-0.8778,-0.99414,-0.946987,0.480071,0.49826,0.462736,0.477385,-0.079656,0.031923,-0.079656,-0.010407,,-0.8778,0.196484,,1.365745,0.914912,,-1.001099,1.223891
-0.820668,-0.820668,-0.99414,-0.915308,0.517305,0.517305,0.462736,0.482146,-0.175243,0.031923,-0.175243,-0.05875,,-0.820668,0.1457,,1.154062,0.855338,,-0.906366,1.313251
-0.843985,-0.820668,-0.968626,-0.87777,0.515351,0.517305,0.462736,0.493866,-0.156443,-0.012025,-0.175243,-0.105842,,-0.843985,0.114204,,0.994873,1.001099,,-0.877678,1.329122
-0.833242,-0.820668,-0.8778,-0.843924,0.545627,0.545627,0.480071,0.514589,-0.130928,-0.079656,-0.175243,-0.135568,,-0.833242,0.165354,,0.812244,1.10694,,-0.95239,1.208143
-0.818592,-0.818592,-0.843985,-0.829122,0.543063,0.545627,0.515351,0.530336,-0.178417,-0.130928,-0.178417,-0.160258,,-0.818592,0.170359,,0.833486,1.114143,,-0.835317,1.092657
-0.764024,-0.764024,-0.843985,-0.814961,0.530123,0.545627,0.515351,0.533541,-0.224928,-0.130928,-0.224928,-0.172679,,-0.764024,0.153879,,1.09754,1.086065,,-0.959592,1.021363
-0.808826,-0.764024,-0.833242,-0.806171,0.586889,0.586889,0.530123,0.551425,-0.128121,-0.128121,-0.224928,-0.165599,,-0.808826,0.057926,,1.177013,0.931392,,-0.964353,0.992431
-0.8872,-0.764024,-0.8872,-0.819661,0.658793,0.658793,0.530123,0.579717,0.004334,0.004334,-0.224928,-0.131783,,-0.8872,0.096136,,0.971678,0.781725,,-1.065678,0.803699
-0.792834,-0.764024,-0.8872,-0.813221,0.776598,0.776598,0.530123,0.638101,0.019105,0.019105,-0.224928,-0.082403,,-0.792834,0.126167,,0.953732,0.817005,,-1.035158,0.696881
-0.710676,-0.710676,-0.8872,-0.799884,0.810413,0.810413,0.586889,0.708173,0.009095,0.019105,-0.128121,-0.023897,,-0.710676,0.155344,,1.039919,0.822133,,-1.001709,0.492523
-0.585424,-0.585424,-0.8872,-0.744034,0.78905,0.810413,0.658793,0.758714,-0.172069,0.019105,-0.172069,-0.034884,,-0.585424,0.135445,,1.140145,0.9906,,-0.960813,0.296954
-0.560398,-0.560398,-0.792834,-0.662333,0.867668,0.867668,0.776598,0.810932,-0.170848,0.019105,-0.172069,-0.078679,,-0.560398,0.038638,,1.108283,0.873772,,-1.019044,0.274004
-0.577855,-0.560398,-0.710676,-0.608588,0.939449,0.939449,0.78905,0.851645,-0.116645,0.009095,-0.172069,-0.112617,,-0.577855,0.020448,,0.957395,0.738631,,-1.090582,0.237258
-0.584814,-0.560398,-0.585424,-0.577123,0.876701,0.939449,0.78905,0.868217,-0.096136,-0.096136,-0.172069,-0.138925,,-0.584814,0.035952,,0.825429,0.738998,,-1.107062,0.297687
-0.441494,-0.441494,-0.584814,-0.54114,0.77379,0.939449,0.77379,0.864402,-0.14338,-0.096136,-0.170848,-0.131752,,-0.441494,0.042544,,0.838735,0.673442,,-1.080205,0.304279
-0.35311,-0.35311,-0.584814,-0.489318,0.773302,0.939449,0.773302,0.840811,-0.094915,-0.094915,-0.14338,-0.112769,,-0.35311,0.056339,,0.965086,0.66746,,-1.055912,0.226882
-0.341879,-0.341879,-0.584814,-0.430324,0.837515,0.876701,0.773302,0.815327,-0.027284,-0.027284,-0.14338,-0.090429,,-0.341879,0.102851,,0.981078,0.665873,,-0.90246,0.210401
-0.263871,-0.263871,-0.441494,-0.350088,0.903559,0.903559,0.773302,0.822041,-0.034121,-0.027284,-0.14338,-0.074925,,-0.263871,0.143258,,0.921992,0.684429,,-0.824452,0.312214
-0.200635,-0.200635,-0.35311,-0.289874,0.974364,0.974364,0.773302,0.872185,-0.103461,-0.027284,-0.103461,-0.064945,,-0.200635,0.190991,,0.73973,0.653055,,-0.682964,0.381432
-0.201245,-0.200635,-0.341879,-0.251908,1.016236,1.016236,0.837515,0.932918,-0.130074,-0.027284,-0.130074,-0.073735,,-0.201245,0.220533,,0.733748,0.578588,,-0.490081,0.430507
-0.112983,-0.112983,-0.263871,-0.194684,0.994384,1.016236,0.903559,0.972136,-0.126534,-0.034121,-0.130074,-0.098548,,-0.112983,0.071843,,0.698956,0.537814,,-0.435024,0.56406
-0.090765,-0.090765,-0.201245,-0.151407,0.872307,1.016236,0.872307,0.964323,-0.197461,-0.103461,-0.197461,-0.139382,,-0.090765,0.015321,,0.764512,0.485442,,-0.347494,0.530367
-0.071843,-0.071843,-0.201245,-0.119209,0.847525,1.016236,0.847525,0.932613,-0.297931,-0.126534,-0.297931,-0.188,,-0.071843,-0.025453,,0.569432,0.352866,,-0.039248,0.354697
-0.042544,-0.042544,-0.112983,-0.079534,0.941891,0.994384,0.847525,0.914027,-0.3525,-0.126534,-0.3525,-0.243607,,-0.042544,0.046084,,0.499969,0.370567,,-0.328572,0.224806
-0.03876,-0.03876,-0.090765,-0.060978,1.020875,1.020875,0.847525,0.92065,-0.312092,-0.197461,-0.3525,-0.289996,,-0.03876,0.216749,,0.464201,0.222243,,-0.960203,0.160227
-0.039004,-0.03876,-0.071843,-0.048038,1.008301,1.020875,0.847525,0.954648,-0.245315,-0.245315,-0.3525,-0.301959,,-0.039004,0.135812,,0.513764,0.192333,,-0.738754,0.231887
-0.056217,-0.03876,-0.056217,-0.044131,1.002075,1.020875,0.941891,0.993285,-0.153879,-0.153879,-0.3525,-0.265946,,-0.056217,0.0423,,0.516938,0.327229,,-0.281694,0.355185
-0.044131,-0.03876,-0.056217,-0.044528,1.026003,1.026003,1.002075,1.014313,-0.170237,-0.153879,-0.312092,-0.220381,,-0.044131,0.294146,,0.507416,0.283281,,0.111762,0.047061
-0.003968,-0.003968,-0.056217,-0.03583,1.058353,1.058353,1.002075,1.023683,-0.225905,-0.153879,-0.245315,-0.198834,,-0.003968,0.161448,,0.37777,0.247879,,-0.036196,-0.328206
-0.007996,-0.003968,-0.056217,-0.028078,1.067021,1.067021,1.002075,1.038363,-0.274614,-0.153879,-0.274614,-0.206159,,-0.007996,0.302448,,0.169627,0.2679,,0.009583,-0.510834
-0.039492,-0.003968,-0.044131,-0.023897,1.015016,1.067021,1.015016,1.041598,-0.270463,-0.170237,-0.274614,-0.235305,,-0.039492,0.225783,,0.126656,0.21565,,-0.189282,-0.476897
-0.09931,-0.003968,-0.09931,-0.037692,0.990722,1.067021,0.990722,1.032778,-0.219191,-0.219191,-0.274614,-0.247543,,-0.09931,0.207227,,0.280596,0.166819,,-0.24263,-0.753159
-0.102484,-0.007996,-0.102484,-0.062321,1.0188,1.067021,0.990722,1.02289,-0.217604,-0.217604,-0.274614,-0.245468,,-0.102484,0.213575,,0.23677,0.120918,,-0.09577,-0.735702
-0.070378,-0.039492,-0.102484,-0.077916,1.046634,1.046634,0.990722,1.017793,-0.227248,-0.217604,-0.270463,-0.233627,,-0.070378,0.111274,,0.104193,0.078435,,0.102728,-0.79845
-0.083318,-0.070378,-0.102484,-0.088872,1.01294,1.046634,0.990722,1.017274,-0.216261,-0.216261,-0.227248,-0.220076,,-0.083318,0.075017,,0.121773,0.050235,,0.083562,-0.806385
-0.115058,-0.070378,-0.115058,-0.09281,0.950314,1.046634,0.950314,1.007172,-0.171458,-0.171458,-0.227248,-0.208143,,-0.115058,0.106879,,0.049136,0.022157,,-0.018495,-1.091802
-0.134591,-0.070378,-0.134591,-0.100836,0.95361,1.046634,0.950314,0.990874,-0.138131,-0.138131,-0.227248,-0.188275,,-0.134591,0.106879,,0.000305,0.000061,,0.031313,-1.004029
-0.117378,-0.083318,-0.134591,-0.112586,0.997558,1.01294,0.950314,0.978606,-0.15864,-0.138131,-0.216261,-0.171123,,-0.117378,0.092108,,-0.060734,0.025331,,0.212965,-0.691143
-0.10871,-0.10871,-0.134591,-0.118934,0.983153,0.997558,0.950314,0.971159,-0.227004,-0.138131,-0.227004,-0.173808,,-0.10871,0.224684,,-0.019227,0.013612,,0.327474,-0.85314
-0.1269,-0.10871,-0.134591,-0.121895,0.964353,0.997558,0.95361,0.974669,-0.23384,-0.138131,-0.23384,-0.189404,,-0.1269,0.171092,,0.019227,0.015931,,0.313801,-0.939083
-0.154001,-0.10871,-0.154001,-0.126747,0.970945,0.997558,0.964353,0.979002,-0.205762,-0.15864,-0.23384,-0.206311,,-0.154001,0.192822,,0.020814,-0.081731,,0.244583,-1.059574
-0.183178,-0.10871,-0.183178,-0.143197,0.989501,0.989501,0.964353,0.976988,-0.166575,-0.166575,-0.23384,-0.208295,,-0.183178,-0.546237,,0.006287,-0.08051,,0.2773,-1.13221
-0.226759,-0.1269,-0.226759,-0.17271,1.06348,1.06348,0.964353,0.99707,-0.218824,-0.166575,-0.23384,-0.20625,,-0.226759,-0.061832,,-0.018495,-0.03998,,0.273271,-1.329854
-0.14338,-0.14338,-0.226759,-0.17683,0.99353,1.06348,0.970945,1.004364,-0.2679,-0.166575,-0.2679,-0.214765,,-0.14338,0.062809,,0.022035,-0.079045,,0.263383,-1.081182
-0.131295,-0.131295,-0.226759,-0.171153,0.967161,1.06348,0.967161,1.003418,-0.255204,-0.166575,-0.2679,-0.227126,,-0.131295,-0.015199,,-0.032412,-0.100409,,0.214185,-0.90307
-0.074528,-0.074528,-0.226759,-0.14399,0.983764,1.06348,0.967161,1.001984,-0.224196,-0.218824,-0.2679,-0.241531,,-0.074528,-0.030825,,0.000061,-0.070622,,0.138375,-0.919795
-0.075139,-0.074528,-0.14338,-0.106085,0.992309,0.99353,0.967161,0.984191,-0.229811,-0.224196,-0.2679,-0.244278,,-0.075139,-0.008484,,0.118354,-0.087102,,-0.025575,-1.025636
-0.094671,-0.074528,-0.131295,-0.093908,0.983031,0.992309,0.967161,0.981566,-0.198682,-0.198682,-0.255204,-0.226973,,-0.094671,-0.00531,,0.102118,-0.084295,,0.027895,-1.00293
-0.132271,-0.074528,-0.132271,-0.094152,0.9718,0.992309,0.9718,0.982726,-0.207349,-0.198682,-0.229811,-0.215009,,-0.132271,-0.003479,,0.154489,-0.096869,,0.032412,-1.006226
-0.143747,-0.075139,-0.143747,-0.111457,1.004517,1.004517,0.9718,0.987914,-0.230178,-0.198682,-0.230178,-0.216505,,-0.143747,-0.005799,,0.270707,-0.082341,,0.167186,-0.988403
-0.135689,-0.094671,-0.143747,-0.126594,1.0188,1.0188,0.9718,0.994537,-0.229689,-0.198682,-0.230178,-0.216475,,-0.135689,-0.008729,,0.23384,-0.0705,,0.229811,-0.986571
-0.130806,-0.130806,-0.143747,-0.135628,1.022218,1.022218,0.9718,1.004334,-0.200879,-0.200879,-0.230178,-0.217024,,-0.130806,-0.009339,,0.192944,-0.043032,,0.170482,-0.878533
-0.139474,-0.130806,-0.143747,-0.137429,0.964231,1.022218,0.964231,1.002441,-0.172923,-0.172923,-0.230178,-0.208417,,-0.139474,-0.00763,,0.321248,-0.088812,,0.113471,-0.835927
-0.120918,-0.120918,-0.139474,-0.131722,0.926021,1.022218,0.926021,0.982818,-0.16804,-0.16804,-0.229689,-0.192883,,-0.120918,-0.0047,,0.448331,-0.072209,,-0.029604,-1.124641
-0.075383,-0.075383,-0.139474,-0.116645,0.933346,1.022218,0.926021,0.961454,-0.213697,-0.16804,-0.213697,-0.188885,,-0.075383,-0.00763,,0.484588,0.032045,,-0.026186,-1.076421
-0.071721,-0.071721,-0.139474,-0.101874,0.828359,0.964231,0.828359,0.912989,-0.146798,-0.146798,-0.213697,-0.175365,,-0.071721,-0.007264,,0.50119,0.057926,,0.000305,-0.873649
,,,,,,,,,,,,,,-0.006287,,0.439175,0.000305,,-0.076115,-0.526338
,,,,,,,,,,,,,,-0.006409,,0.455167,-0.050479,,-0.105048,-0.175975
,,,,,,,,,,,,,,-0.005066,,0.609229,0.018861,,-0.121406,0.023256
,,,,,,,,,,,,,,-0.007386,,0.640725,0.130074,,-0.167552,-0.185375
,,,,,,,,,,,,,,-0.007142,,0.612891,0.160837,,-0.160715,-0.135689
,,,,,,,,,,,,,,-0.007386,,0.592871,0.143625,,-0.06403,-0.47531
,,,,,,,,,,,,,,-0.009217,,0.617408,0.145334,,-0.048526,-0.514985
,,,,,,,,,,,,,,-0.007752,,0.770738,0.220045,,-0.064762,-0.354697
,,,,,,,,,,,,,,-0.006287,,0.936275,0.330281,,-0.052554,-0.257523
,,,,,,,,,,,,,,-0.00763,,0.953122,0.502289,,0.030092,-0.066471
,,,,,,,,,,,,,,-0.005555,,0.919917,0.553562,,0.073063,0.021669
,,,,,,,,,,,,,,-0.006775,,0.858756,0.51352,,0.013612,0.091253
,,,,,,,,,,,,,,-0.006409,,0.921626,0.523775,,0.080388,0.187939
,,,,,,,,,,,,,,-0.008118,,1.106086,0.679424,,0.157541,0.293292
,,,,,,,,,,,,,,-0.006897,,1.074345,0.841299,,0.249222,0.515718
,,,,,,,,,,,,,,-0.006897,,1.021852,0.89721,,0.376305,0.625221
,,,,,,,,,,,,,,-0.006409,,0.930416,0.863883,,0.350913,0.921138
,,,,,,,,,,,,,,-0.007264,,0.976317,0.825917,,0.380333,0.819325
,,,,,,,,,,,,,,-0.006531,,0.965452,0.873405,,0.333578,0.342245
,,,,,,,,,,,,,,-0.008118,,0.971556,1.013551,,0.347616,0.028017
,,,,,,,,,,,,,,-0.007508,,1.04993,1.027712,,0.32552,0.170482
,,,,,,,,,,,,,,-0.005799,,1.092901,0.919307,,0.297565,0.140695
,,,,,,,,,,,,,,-0.007996,,1.039309,0.816639,,0.30257,0.210889
,,,,,,,,,,,,,,-0.007386,,0.989745,0.835683,,0.273637,0.298419
,,,,,,,,,,,,,,-0.006531,,0.99414,0.962888,,0.230056,0.150095
,,,,,,,,,,,,,,-0.00531,,1.057987,1.031862,,0.140328,0.124825
,,,,,,,,,,,,,,-0.007019,,1.045413,1.065434,,0.144235,0.091986
,,,,,,,,,,,,,,-0.009217,,0.972044,1.13807,,0.168162,0.070622
,,,,,,,,,,,,,,-0.005921,,0.972777,1.006836,,0.220167,0.086248
,,,,,,,,,,,,,,-0.003601,,1.026857,0.926509,,0.17976,0.066105
,,,,,,,,,,,,,,0.003357,,1.032473,0.943112,,0.157663,0.019838
,,,,,,,,,,,,,,-0.012757,,1.058597,0.969358,,0.17976,-0.034731
,,,,,,,,,,,,,,-0.005921,,1.019166,0.989013,,0.240676,-0.065373
,,,,,,,,,,,,,,-0.003357,,1.013062,1.068486,,0.245071,-0.059757
,,,,,,,,,,,,,,-0.01117,,1.022218,1.036989,,0.222365,-0.081731
,,,,,,,,,,,,,,-0.008118,,1.004761,0.884881,,0.178783,-0.027651
,,,,,,,,,,,,,,-0.008729,,1.000366,0.964964,,0.181469,0.064884
,,,,,,,,,,,,,,-0.009461,,1.011964,1.077886,,0.191113,0.065373
,,,,,,,,,,,,,,0.038638,,0.98059,1.198987,,0.197461,0.135934
,,,,,,,,,,,,,,,,0.991699,1.13221,,0.17976,0.18916
,,,,,,,,,,,,,,,,0.988769,1.001709,,0.198926,0.24263
,,,,,,,,,,,,,,,,0.953366,0.96826,,0.272294,0.290972
,,,,,,,,,,,,,,,,0.978026,0.988891,,-0.0047,0.30965
,,,,,,,,,,,,,,,,1.009034,1.077886,,-0.05817,0.252274
,,,,,,,,,,,,,,,,1.051395,1.02759,,0.015321,0.235061
,,,,,,,,,,,,,,,,1.062504,1.022951,,0.117622,0.387048
,,,,,,,,,,,,,,,,1.021852,1.032839,,0.061344,0.464811
,,,,,,,,,,,,,,,,0.889886,0.922725,,0.037051,0.405725
,,,,,,,,,,,,,,,,,0.992187,,0.004456,0.411829
,,,,,,,,,,,,,,,,,1.028322,,-0.157297,0.409266
,,,,,,,,,,,,,,,,,1.037844,,-0.2021,0.46884
,,,,,,,,,,,,,,,,,0.972288,,-0.1457,0.547458
,,,,,,,,,,,,,,,,,0.931026,,-0.017396,0.425502
,,,,,,,,,,,,,,,,,1.036257,,0.016664,0.266068
,,,,,,,,,,,,,,,,,1.04468,,0.021669,0.253739
,,,,,,,,,,,,,,,,,0.956052,,-0.008118,0.234084
,,,,,,,,,,,,,,,,,0.981322,,-0.08698,0.308307
,,,,,,,,,,,,,,,,,1.030886,,-0.116523,0.333822
,,,,,,,,,,,,,,,,,1.037966,,-0.054264,0.406946
,,,,,,,,,,,,,,,,,0.964109,,0.021547,0.404016
,,,,,,,,,,,,,,,,,0.954953,,0.085027,0.262406
,,,,,,,,,,,,,,,,,0.99414,,0.024965,0.17097
,,,,,,,,,,,,,,,,,1.029054,,0.171947,0.1457
,,,,,,,,,,,,,,,,,1.038577,,0.122993,0.14045
,,,,,,,,,,,,,,,,,1.057132,,0.144235,0.084173
,,,,,,,,,,,,,,,,,0.980345,,0.108344,0.042056
,,,,,,,,,,,,,,,,,0.984862,,0.080266,0.031679
,,,,,,,,,,,,,,,,,1.005127,,-0.005432,0.014588
,,,,,,,,,,,,,,,,,,,0.040225,0.003479
,,,,,,,,,,,,,,,,,,,0.080754,-0.065373
,,,,,,,,,,,,,,,,,,,0.050723,-0.130806
,,,,,,,,,,,,,,,,,,,0.044864,-0.232375
,,,,,,,,,,,,,,,,,,,-0.047305,-0.216261
,,,,,,,,,,,,,,,,,,,-0.010071,-0.114814
,,,,,,,,,,,,,,,,,,,-0.044009,0.065861
,,,,,,,,,,,,,,,,,,,-0.018495,0.19331
,,,,,,,,,,,,,,,,,,,0.030336,0.112006
,,,,,,,,,,,,,,,,,,,0.07929,0.132882
,,,,,,,,,,,,,,,,,,,0.11396,0.020448
,,,,,,,,,,,,,,,,,,,0.094183,-0.05463
,,,,,,,,,,,,,,,,,,,0.062443,-0.107856
,,,,,,,,,,,,,,,,,,,0.104071,-0.256302
,,,,,,,,,,,,,,,,,,,0.175609,-0.231032
,,,,,,,,,,,,,,,,,,,0.009705,-0.069279
,,,,,,,,,,,,,,,,,,,0.032045,-0.052921
,,,,,,,,,,,,,,,,,,,0.049258,0.034731
,,,,,,,,,,,,,,,,,,,0.030825,0.229934
,,,,,,,,,,,,,,,,,,,-0.007752,0.260575
,,,,,,,,,,,,,,,,,,,-0.005432,0.134347
,,,,,,,,,,,,,,,,,,,-0.021425,0.221632
,,,,,,,,,,,,,,,,,,,-0.008973,0.234939
,,,,,,,,,,,,,,,,,,,0.021425,0.2773
,,,,,,,,,,,,,,,,,,,0.060856,0.252884
,,,,,,,,,,,,,,,,,,,0.056339,0.161204
,,,,,,,,,,,,,,,,,,,0.004944,0.124825
,,,,,,,,,,,,,,,,,,,0.015443,0.067082
,,,,,,,,,,,,,,,,,,,0.004334,0.03351
,,,,,,,,,,,,,,,,,,,0.008851,0.089422
,,,,,,,,,,,,,,,,,,,0.030947,0.122749
,,,,,,,,,,,,,,,,,,,0.050845,0.164988
,,,,,,,,,,,,,,,,,,,0.004822,0.170237
,,,,,,,,,,,,,,,,,,,,0.157908
,,,,,,,,,,,,,,,,,,,,0.104193
,,,,,,,,,,,,,,,,,,,,0.081121
,,,,,,,,,,,,,,,,,,,,0.10456
,,,,,,,,,,,,,,,,,,,,0.126656
,,,,,,,,,,,,,,,,,,,,0.156321
,,,,,,,,,,,,,,,,,,,,0.126656
,,,,,,,,,,,,,,,,,,,,0.094916
,,,,,,,,,,,,,,,,,,,,0.09284
,,,,,,,,,,,,,,,,,,,,0.130806
