You entered a buffer length of 4,,,,,,,,,,,
x,,,,y,,,,z,,,
0.003723,0.003723,0.001648,0.00235,1.006104,1.007935,1.001221,1.005219,0.083196,0.087225,0.083196,0.085576
0.003723,0.003723,0.001648,0.002716,1.005005,1.007935,1.005005,1.006165,0.081731,0.087225,0.081731,0.084386
0.005066,0.005066,0.001648,0.00354,1.001221,1.007935,1.001221,1.005066,0.0799,0.085393,0.0799,0.082555
0.006653,0.006653,0.003723,0.004791,0.997558,1.006104,0.997558,1.002472,0.078923,0.083196,0.078923,0.080937
0.009827,0.009827,0.003723,0.006317,0.994751,1.005005,0.994751,0.999634,0.077947,0.081731,0.077947,0.079625
0.006775,0.009827,0.005066,0.00708,0.999023,1.001221,0.994751,0.998138,0.080876,0.080876,0.077947,0.079411
0.008973,0.009827,0.006653,0.008057,0.999512,0.999512,0.994751,0.997711,0.084051,0.084051,0.077947,0.080449
0.00763,0.009827,0.006775,0.008301,0.999878,0.999878,0.994751,0.998291,0.084417,0.084417,0.077947,0.081823
0.010193,0.010193,0.006775,0.008393,1.005127,1.005127,0.999023,1.000885,0.092108,0.092108,0.080876,0.085363
0.012635,0.012635,0.00763,0.009858,1.007935,1.007935,0.999512,1.003113,0.094305,0.094305,0.084051,0.08872
0.015931,0.015931,0.00763,0.011597,1.011719,1.011719,0.999878,1.006165,0.096502,0.096502,0.084417,0.091833
0.026552,0.026552,0.010193,0.016328,1.019899,1.019899,1.005127,1.01117,0.097479,0.097479,0.092108,0.095099
0.046817,0.046817,0.012635,0.025484,1.020021,1.020021,1.007935,1.014893,0.08576,0.097479,0.08576,0.093511
0.066715,0.066715,0.015931,0.039004,1.026491,1.026491,1.011719,1.019532,0.093695,0.097479,0.08576,0.093359
0.069523,0.069523,0.026552,0.052402,1.013917,1.026491,1.013917,1.020082,0.121284,0.121284,0.08576,0.099555
0.027895,0.069523,0.027895,0.052737,0.980834,1.026491,0.980834,1.010316,0.15217,0.15217,0.08576,0.113227
-0.039004,0.069523,-0.039004,0.031282,0.99707,1.026491,0.980834,1.004578,0.196484,0.196484,0.093695,0.140908
-0.075017,0.069523,-0.075017,-0.004151,0.972655,1.013917,0.972655,0.991119,0.184765,0.196484,0.121284,0.163676
-0.040957,0.027895,-0.075017,-0.031771,1.002442,1.002442,0.972655,0.98825,0.122627,0.196484,0.122627,0.164012
-0.025819,-0.025819,-0.075017,-0.045199,1.061405,1.061405,0.972655,1.008393,0.108588,0.196484,0.108588,0.153116
-0.016297,-0.016297,-0.075017,-0.039523,1.059208,1.061405,0.972655,1.023928,0.087225,0.184765,0.087225,0.125801
0.009705,0.009705,-0.040957,-0.018342,1.055667,1.061405,1.002442,1.04468,0.064762,0.122627,0.064762,0.0958
0.020814,0.020814,-0.025819,-0.002899,1.06226,1.06226,1.055667,1.059635,0.09223,0.108588,0.064762,0.088201
0.008973,0.020814,-0.016297,0.005799,1.019899,1.06226,1.019899,1.049258,0.109076,0.109076,0.064762,0.088323
-0.054874,0.020814,-0.054874,-0.003845,0.985351,1.06226,0.985351,1.030794,0.149606,0.149606,0.064762,0.103918
-0.089544,0.020814,-0.089544,-0.028658,0.946652,1.06226,0.946652,1.00354,0.185009,0.185009,0.09223,0.13398
-0.097235,0.008973,-0.097235,-0.05817,0.984374,1.019899,0.946652,0.984069,0.164866,0.185009,0.109076,0.152139
-0.041934,-0.041934,-0.097235,-0.070897,0.97766,0.985351,0.946652,0.973509,0.094671,0.185009,0.094671,0.148538
-0.004578,-0.004578,-0.097235,-0.058323,1.052005,1.052005,0.946652,0.990173,0.118354,0.185009,0.094671,0.140725
